symbol,sector,formal_symbol,text_present,table_present,timeseries_present,image_present,earliest_safe_date,latest_safe_pre2024_decision,eligible_weekly_cases,pre2024_matured_reward_cases,modality_profile,data_integrity_status,structural_invalid_rows,duplicate_session_rows,non_xnys_rows,correctness_eligible,selected_in_any_tier,tie_break_rank,known_source_integrity_limitation,exclusion_reason
RPM,Basic Materials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2184,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RPRX,Healthcare,false,true,true,true,true,2020-09-11,2023-12-15,173,171,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2411,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RPT,Real Estate,false,true,true,true,true,2015-05-15,2023-12-15,451,449,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1082,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RPTX,Healthcare,false,true,true,true,true,2020-09-18,2023-12-15,172,170,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,33,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RPV,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RQI,Financial Services,false,true,false,true,true,2002-05-24,2023-12-15,1128,1126,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2040,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RRBI,Financial Services,false,true,true,true,true,2019-08-02,2023-12-15,231,229,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,979,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RRC,Energy,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2143,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RRR,Consumer Cyclical,false,true,true,true,true,2016-07-22,2023-12-15,389,387,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2540,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RS,Basic Materials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1655,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RSF,N/A,false,true,false,true,true,2019-09-13,2023-12-15,225,223,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2023,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RSG,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,748,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RSP,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RSSS,Technology,false,true,true,true,true,2011-02-11,2023-12-15,673,671,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,489,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RTH,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RUN,Technology,false,true,true,true,true,2015-10-30,2023-12-15,427,425,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1427,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RUSHA,Consumer Cyclical,false,true,true,true,true,2004-01-02,2023-12-15,1044,1042,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1557,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RUSHB,Consumer Cyclical,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2625,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RVLV,Consumer Cyclical,false,true,true,true,true,2019-09-06,2023-12-15,226,224,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,733,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RVMD,Healthcare,false,true,true,true,true,2020-05-15,2023-12-15,190,188,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1598,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RVP,Healthcare,false,true,true,true,true,2001-08-03,2023-12-15,1170,1168,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,259,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RVT,Financial Services,false,true,false,true,true,2000-03-31,2023-12-15,1240,1238,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2563,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RWJ,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RWK,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RWL,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RWM,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RWO,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RWR,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RWT,Real Estate,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,34,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RWX,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RXD,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RXL,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RY,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2582,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RYAM,Basic Materials,false,true,true,true,true,2014-09-12,2023-12-15,486,484,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,326,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RYLD,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RYTM,Healthcare,false,true,true,true,true,2018-01-05,2023-12-15,313,311,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1934,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RZB,N/A,false,true,true,true,true,2016-09-09,2023-12-15,382,380,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2363,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
RZG,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
RZV,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPBO,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPCB,Industrials,false,true,true,true,true,2005-05-20,2023-12-15,972,970,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2497,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPCE,Industrials,false,true,true,true,true,2017-12-29,2023-12-15,314,312,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1629,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPDN,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPDV,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPDW,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPEM,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPEU,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPFF,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPFI,Financial Services,false,true,true,true,true,2019-08-09,2023-12-15,230,228,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,701,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPGM,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPH,Utilities,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1331,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPHB,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPHD,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPHQ,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPHY,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPI,Technology,false,true,false,true,true,2017-12-15,2023-12-15,316,314,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2691,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPIB,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPIP,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPLG,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPLP,Industrials,false,true,true,true,true,2012-07-06,2023-12-15,600,598,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1668,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPMB,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPMD,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPMO,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPMV,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPNS,Technology,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2160,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPOK,Healthcare,false,true,true,true,true,2005-02-18,2023-12-15,985,983,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1504,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPOT,Communication Services,false,true,true,true,true,2018-06-29,2023-12-15,288,286,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2758,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPPP,N/A,false,true,true,true,true,2013-03-22,2023-12-15,563,561,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1632,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPR,Industrials,false,true,true,true,true,2007-03-02,2023-12-15,879,877,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1553,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPRO,Healthcare,false,true,true,true,true,2018-02-02,2023-12-15,309,307,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,494,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPSC,Technology,false,true,true,true,true,2010-07-23,2023-12-15,702,700,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1881,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPSK,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPSM,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPT,Technology,false,true,true,true,true,2020-03-13,2023-12-15,199,197,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1830,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPTI,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPTM,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPTN,Consumer Defensive,false,true,true,true,true,2000-10-27,2023-12-15,1210,1208,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1580,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPTS,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPUS,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPUU,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPVM,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPWH,Consumer Cyclical,false,true,true,true,true,2014-07-18,2023-12-15,494,492,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2462,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPXC,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,157,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SPXE,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPXL,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPXT,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPXU,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPXV,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SPY,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
SU,Energy,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2129,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
SUB,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
